database_run_id,queue_ordinal,position_id,group,classification,cp_loss,expected_points_loss,dataset_split,db_passes,langsmith_llm_spans,verified_passes,forced_passes,langsmith_trace_id,langsmith_url,local_export
6cd55d6e-f38f-40e0-88c6-9dfa33d6cfd4,31,2be6c642-2f59-52e3-93a8-483e8be8428f,best/excellent/good,excellent,170,0.009,test,6,6,6,0,01a0cdb7-0d9d-7612-b421-164668bb3c2b,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cdb7-0d9d-7612-b421-164668bb3c2b?trace_id=01a0cdb7-0d9d-7612-b421-164668bb3c2b&start_time=2026-09-23T10:02:00.989233,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/6cd55d6e-f38f-40e0-88c6-9dfa33d6cfd4.jsonl
f3157d2c-98d8-4bbb-88a2-d06c461e3351,34,2c6eb7de-9e45-5b89-b433-9ea5a61b1d7c,best/excellent/good,best,,0.0,test,3,3,3,0,01a0cdc6-e5b1-79c1-af3e-137d3d229f6a,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cdc6-e5b1-79c1-af3e-137d3d229f6a?trace_id=01a0cdc6-e5b1-79c1-af3e-137d3d229f6a&start_time=2026-09-23T10:19:19.345359,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/f3157d2c-98d8-4bbb-88a2-d06c461e3351.jsonl
2d8fa661-bcc1-4dec-b986-28301e7e8d0e,39,33707196-45e6-5d17-9850-b1d495dd1a5e,best/excellent/good,excellent,18,0.006,test,10,10,10,2,01a0cddd-0e04-7123-9c7d-aa26f6efd5a8,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cddd-0e04-7123-9c7d-aa26f6efd5a8?trace_id=01a0cddd-0e04-7123-9c7d-aa26f6efd5a8&start_time=2026-09-23T10:43:31.460232,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/2d8fa661-bcc1-4dec-b986-28301e7e8d0e.jsonl
e529fc8f-4ac2-4e63-be94-5957a40ac9ea,43,3fab2b0d-4c12-5d99-afe2-09990f9e3b56,best/excellent/good,good,7,0.03,test,9,9,9,1,01a0cdf9-83e2-7a02-a48e-adda9a2af413,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cdf9-83e2-7a02-a48e-adda9a2af413?trace_id=01a0cdf9-83e2-7a02-a48e-adda9a2af413&start_time=2026-09-23T11:14:36.642460,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/e529fc8f-4ac2-4e63-be94-5957a40ac9ea.jsonl
2b9e85ac-6290-4ed9-ab63-a971a7678f64,47,458fcc53-8360-5567-92b4-dd1c187248e8,best/excellent/good,excellent,15,0.0045,test,11,11,11,3,01a0ce14-c5bf-7ba0-a020-1c915d7eefb7,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce14-c5bf-7ba0-a020-1c915d7eefb7?trace_id=01a0ce14-c5bf-7ba0-a020-1c915d7eefb7&start_time=2026-09-23T11:44:22.975453,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/2b9e85ac-6290-4ed9-ab63-a971a7678f64.jsonl
12527181-283d-48e2-b17f-e1730842b6d4,48,45dd5ab4-28da-5bc6-b8e5-0c5487b55a39,best/excellent/good,good,43,0.039,test,6,6,6,1,01a0ce1a-e745-7be3-9c83-806228eeb047,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce1a-e745-7be3-9c83-806228eeb047?trace_id=01a0ce1a-e745-7be3-9c83-806228eeb047&start_time=2026-09-23T11:51:04.773820,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/12527181-283d-48e2-b17f-e1730842b6d4.jsonl
be0e648c-c4bb-48e5-91bb-15ada686c426,50,47dcfcea-cc09-5dc0-9b8a-5a5504ef3e9a,best/excellent/good,best,0,0.0,test,4,4,4,1,01a0ce22-061f-74e1-9c62-3173d8452349,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce22-061f-74e1-9c62-3173d8452349?trace_id=01a0ce22-061f-74e1-9c62-3173d8452349&start_time=2026-09-23T11:58:51.423619,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/be0e648c-c4bb-48e5-91bb-15ada686c426.jsonl
fb4c261c-0ebb-4564-aadc-7b8bea75ae07,57,522fd013-e505-56f4-8909-d93ddfac1ecd,best/excellent/good,best,0,0.0,test,9,9,9,4,01a0ce49-bf9a-7cb0-ac6e-c2273042092a,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce49-bf9a-7cb0-ac6e-c2273042092a?trace_id=01a0ce49-bf9a-7cb0-ac6e-c2273042092a&start_time=2026-09-23T12:42:14.810384,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/fb4c261c-0ebb-4564-aadc-7b8bea75ae07.jsonl
5996f42a-03af-4a6e-ba08-1cb500e41ca4,60,59761f8e-7578-5a31-a591-cc38a04dff66,best/excellent/good,good,38,0.0255,test,21,21,21,2,01a0ce58-7715-70a1-8b47-04050b35be3d,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce58-7715-70a1-8b47-04050b35be3d?trace_id=01a0ce58-7715-70a1-8b47-04050b35be3d&start_time=2026-09-23T12:58:19.285188,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/5996f42a-03af-4a6e-ba08-1cb500e41ca4.jsonl
088f7073-ae50-4f60-a544-6c72fa1a6246,61,5a69edf8-81e7-5044-ac22-bcf482dedae5,best/excellent/good,best,0,0.0,test,5,5,5,1,01a0ce65-f40c-7ec2-83a1-83617583e376,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce65-f40c-7ec2-83a1-83617583e376?trace_id=01a0ce65-f40c-7ec2-83a1-83617583e376&start_time=2026-09-23T13:13:03.244163,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/088f7073-ae50-4f60-a544-6c72fa1a6246.jsonl
bfa45a76-06a6-4208-8def-47a4d5ebc5bb,63,5ae2a8c2-572d-59ba-b4a5-93cc6af08f9e,best/excellent/good,best,,0.0,test,2,2,2,0,01a0ce73-f3ae-7f13-ab49-104f08d679ca,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce73-f3ae-7f13-ab49-104f08d679ca?trace_id=01a0ce73-f3ae-7f13-ab49-104f08d679ca&start_time=2026-09-23T13:28:20.654958,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/bfa45a76-06a6-4208-8def-47a4d5ebc5bb.jsonl
3576cd12-7f5b-4e3e-9059-104d96aeb960,67,5dc9bd15-b804-5605-86ce-afc09bd136f3,best/excellent/good,best,0,0.0,test,10,10,10,4,01a0ce95-c898-7042-b4bf-6b1cff03e03f,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce95-c898-7042-b4bf-6b1cff03e03f?trace_id=01a0ce95-c898-7042-b4bf-6b1cff03e03f&start_time=2026-09-23T14:05:17.848915,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/3576cd12-7f5b-4e3e-9059-104d96aeb960.jsonl
b9568226-ec26-4cbd-a369-e3d6557654e8,68,5eb460a2-1936-53b1-a0c1-b7c78b5e5c2f,best/excellent/good,excellent,2,0.001,test,13,13,13,2,01a0ce9a-70d2-7310-933b-40258483c532,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ce9a-70d2-7310-933b-40258483c532?trace_id=01a0ce9a-70d2-7310-933b-40258483c532&start_time=2026-09-23T14:10:23.058962,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/b9568226-ec26-4cbd-a369-e3d6557654e8.jsonl
8bdfb956-6aa6-4be1-9e4a-d734fdc77692,74,69793d49-8d63-5ae0-bf96-42e757968756,best/excellent/good,best,,0.0,test,2,2,2,0,01a0cec1-9a75-7730-91e6-697495f8aa5c,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cec1-9a75-7730-91e6-697495f8aa5c?trace_id=01a0cec1-9a75-7730-91e6-697495f8aa5c&start_time=2026-09-23T14:53:09.621046,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/8bdfb956-6aa6-4be1-9e4a-d734fdc77692.jsonl
29a6cafc-258d-4109-9546-c6d50bd90622,83,71f79cd2-3dd6-56ed-9eda-ba8059d45799,best/excellent/good,good,9,0.0225,test,11,11,11,2,01a0ceff-29ed-7ad2-9363-6b4df86018a3,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0ceff-29ed-7ad2-9363-6b4df86018a3?trace_id=01a0ceff-29ed-7ad2-9363-6b4df86018a3&start_time=2026-09-23T16:00:24.045646,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/29a6cafc-258d-4109-9546-c6d50bd90622.jsonl
582e1521-a6b3-41e9-a253-061802342c64,84,7200e15d-c454-54eb-984f-2226434915f2,comparison case,inaccuracy,87,0.0695,test,17,17,17,5,01a0cf05-a3af-74c2-8857-7acc122f6273,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf05-a3af-74c2-8857-7acc122f6273?trace_id=01a0cf05-a3af-74c2-8857-7acc122f6273&start_time=2026-09-23T16:07:28.431521,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/582e1521-a6b3-41e9-a253-061802342c64.jsonl
3c324015-b401-409e-bf19-2fd82e53de83,85,731aca09-e364-53c0-8b76-b035a6d894fa,best/excellent/good,good,131,0.027,test,18,18,18,3,01a0cf0e-2e44-75b2-8a73-ffe1b805d57c,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf0e-2e44-75b2-8a73-ffe1b805d57c?trace_id=01a0cf0e-2e44-75b2-8a73-ffe1b805d57c&start_time=2026-09-23T16:16:48.196484,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/3c324015-b401-409e-bf19-2fd82e53de83.jsonl
15156452-dbb2-4927-bd8a-7c2975b36063,87,7443d326-8190-5366-aaed-241601efae3c,best/excellent/good,excellent,53,0.0015,test,4,4,4,0,01a0cf22-0fd9-7511-9e20-7d818d8527ff,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf22-0fd9-7511-9e20-7d818d8527ff?trace_id=01a0cf22-0fd9-7511-9e20-7d818d8527ff&start_time=2026-09-23T16:38:31.129892,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/15156452-dbb2-4927-bd8a-7c2975b36063.jsonl
fa1b5b85-b6e4-4c9d-b2c6-294122693651,89,753062d7-7ca1-5597-946f-660ee9f1ed1b,best/excellent/good,good,79,0.039,test,4,4,4,0,01a0cf29-ddb0-7f41-b904-e324ca646239,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf29-ddb0-7f41-b904-e324ca646239?trace_id=01a0cf29-ddb0-7f41-b904-e324ca646239&start_time=2026-09-23T16:47:02.576908,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/fa1b5b85-b6e4-4c9d-b2c6-294122693651.jsonl
6ed3bf20-9fce-40d3-b4ad-7d8c2b2ee619,90,76397a6a-c1e7-5553-bdf9-788c027f6062,comparison case,mistake,205,0.1185,test,10,10,10,1,01a0cf2c-9763-7621-a13f-771d1fc8c9b6,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf2c-9763-7621-a13f-771d1fc8c9b6?trace_id=01a0cf2c-9763-7621-a13f-771d1fc8c9b6&start_time=2026-09-23T16:50:01.187146,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/6ed3bf20-9fce-40d3-b4ad-7d8c2b2ee619.jsonl
fdf64b27-f89a-4555-b60a-68ec0ec62bfb,97,7c93ff0d-fd54-575c-8d22-c2f569df0e2d,best/excellent/good,excellent,7,0.001,test,9,9,9,1,01a0cf6c-ef40-7762-872b-232d5aede146,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf6c-ef40-7762-872b-232d5aede146?trace_id=01a0cf6c-ef40-7762-872b-232d5aede146&start_time=2026-09-23T18:00:17.984425,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/fdf64b27-f89a-4555-b60a-68ec0ec62bfb.jsonl
9d5e57ee-91f3-4899-a1a4-73ba59b4f367,98,7dc7f0b0-dc93-5ac1-ba55-be8390123613,best/excellent/good,best,0,0.0,test,11,11,11,2,01a0cf72-4dbc-7b03-8206-ef2b6e5a2734,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf72-4dbc-7b03-8206-ef2b6e5a2734?trace_id=01a0cf72-4dbc-7b03-8206-ef2b6e5a2734&start_time=2026-09-23T18:06:09.852648,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/9d5e57ee-91f3-4899-a1a4-73ba59b4f367.jsonl
cd4ac2b5-ad5f-4c53-b439-76097e788543,100,862632c8-e744-530c-9741-f90a0bba4e7d,best/excellent/good,good,86,0.028,test,8,8,8,1,01a0cf7c-c29d-7dd3-a3d8-fc8ec24eb545,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf7c-c29d-7dd3-a3d8-fc8ec24eb545?trace_id=01a0cf7c-c29d-7dd3-a3d8-fc8ec24eb545&start_time=2026-09-23T18:17:35.133117,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/cd4ac2b5-ad5f-4c53-b439-76097e788543.jsonl
e21ee102-5ec3-477b-958c-a9d348c15e72,103,89e301de-cb08-5047-8f9d-8d85418e58bb,best/excellent/good,best,0,0.0,test,15,15,15,5,01a0cf8a-7046-7ad3-bc7b-ce6dc64ea938,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf8a-7046-7ad3-bc7b-ce6dc64ea938?trace_id=01a0cf8a-7046-7ad3-bc7b-ce6dc64ea938&start_time=2026-09-23T18:32:31.558809,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/e21ee102-5ec3-477b-958c-a9d348c15e72.jsonl
e25508b0-26d3-493e-babc-05fc5c570231,104,8a05fe33-38a2-5292-9a44-f331334098de,best/excellent/good,best,,0.0,test,3,3,3,0,01a0cf91-c360-7dc0-8ef3-0be1f2c2ad2c,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf91-c360-7dc0-8ef3-0be1f2c2ad2c?trace_id=01a0cf91-c360-7dc0-8ef3-0be1f2c2ad2c&start_time=2026-09-23T18:40:31.584571,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/e25508b0-26d3-493e-babc-05fc5c570231.jsonl
02d01cce-2ffc-4ec3-9c90-1e4a7fee95ac,106,8b289779-51ac-5c98-bd13-dd3ff758e6a7,best/excellent/good,excellent,179,0.0195,test,5,5,5,1,01a0cf98-3c56-73c2-97a9-a63117ae9888,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf98-3c56-73c2-97a9-a63117ae9888?trace_id=01a0cf98-3c56-73c2-97a9-a63117ae9888&start_time=2026-09-23T18:47:35.766066,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/02d01cce-2ffc-4ec3-9c90-1e4a7fee95ac.jsonl
c29cef98-cdf1-4e03-9a40-5446f3c3c8ad,107,8bbb39c8-c7c4-5798-a255-636318770cbe,best/excellent/good,good,42,0.0325,test,8,8,8,1,01a0cf9b-165d-7470-841e-40dcc800557d,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cf9b-165d-7470-841e-40dcc800557d?trace_id=01a0cf9b-165d-7470-841e-40dcc800557d&start_time=2026-09-23T18:50:42.653385,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/c29cef98-cdf1-4e03-9a40-5446f3c3c8ad.jsonl
fcab8e89-6f6c-43da-b328-f8ce69f48321,118,9fe43ca5-27b7-532b-8494-8e0770c8e8c8,comparison case,blunder,381,0.515,test,13,13,13,2,01a0cfea-1e74-7fc0-98f5-d968097eab3d,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cfea-1e74-7fc0-98f5-d968097eab3d?trace_id=01a0cfea-1e74-7fc0-98f5-d968097eab3d&start_time=2026-09-23T20:17:02.068768,C:/Repos/chess_harness_v2/chess_harnessv2/backend/.test-data/langsmith-cross-reference-2026-09-23/runs/fcab8e89-6f6c-43da-b328-f8ce69f48321.jsonl
