run_id,position_id,ordinal,classification,status,phase,position_type,split,cp_loss,cp_band,expected_points_loss,best_expected_points,chosen_move,best_move,passes,failed_passes,format_retry_failures,rejected_tool_passes,parsed_calls,attempted_calls,successful_calls,rejected_calls,rolled_back_calls,plays,annotations,inspections,resets,undos,submits,annotation_only_passes,inferred_forced_passes,forced_submissions,repeated_notes,adjacent_note_pairs,repeated_normal_notes,normal_adjacent_pairs,correction_cue_passes,pass_elapsed_minutes,candidates,max_depth,chosen_depth,chosen_reply_count,engine_best_tested,notes_chars,mean_notes_chars,mean_normal_notes_chars,mean_forced_notes_chars,final_notes_chars,final_uncertainty_cue,final_correction_cue,pv_reply_eligible,pv_reply_tested
4eabc2c3-64cb-4ed4-9fb4-2dabf6064f7b,09427f88-45e9-57b7-88ac-4f42969b18e9,9,blunder,completed,middlegame,tactical,test,961,>300,1.0,1.0,Nf6,Ng3,7,0,0,0,10,10,10,0,0,4,4,0,1,0,1,1,0,0,1,6,1,6,0,5.096568700000001,2,3,3,1,False,7765,1109.2857,1109.2857,,1092,False,False,True,True
16fbd554-91c0-4ee4-8d3c-e93460edc71c,09447c5d-ef7d-532a-9c42-78d53f65f7aa,10,inaccuracy,completed,middlegame,quiet,test,27,21-100,0.0515,0.479,d4,h3,13,3,2,1,19,19,17,1,1,6,9,0,1,0,1,2,2,0,4,12,3,10,0,8.27358375,2,4,4,1,False,14752,1134.7692,1106.7273,1289,1264,False,False,True,False
aa53bf77-5427-4a41-9a45-7ea6fe601f95,0b55d6c8-cf80-579d-a5c0-80d30bb189f6,11,best,completed,opening,tactical,test,0,0-20,0.0,1.0,Qxe4+,Qxe4+,8,2,1,1,14,13,11,1,1,3,2,5,0,0,1,0,1,1,2,7,1,6,0,4.883345716666667,1,3,3,1,True,7150,893.75,881.2857,981,981,False,False,True,True
9d7c66cd-df12-49fe-b3f3-b7175e656587,0bb35bbb-4b4e-50ba-b3d5-af4db3899f9c,12,blunder,completed,middlegame,tactical,test,1013,>300,1.0,1.0,f3,Bg6,20,7,7,0,30,25,25,0,0,6,9,6,1,2,1,1,7,1,6,19,2,12,5,10.783208616666665,2,4,4,1,False,28250,1412.5,1537.0769,1181.1429,1365,False,False,True,False
f7beca34-deb7-43c5-ba71-0a09679b1786,0e49f859-d8cd-5ce0-95e8-595d8f5e7298,13,best,completed,endgame,tactical,test,0,0-20,0.0,1.0,Rxe5+,Rxe5+,10,2,1,1,16,14,12,1,1,4,4,2,1,0,1,1,1,0,3,9,2,8,0,6.784501500000001,1,4,4,1,True,9884,988.4,981.5556,1050,710,False,False,True,True
8431f6fd-8089-4a3f-9a19-1450789bdeda,0e571859-b76f-5494-b78f-651bed9f83a8,14,blunder,completed,middlegame,quiet,test,46,21-100,0.2105,0.3145,Bg3,Rab1,13,2,2,0,21,18,18,0,0,6,6,4,1,0,1,1,2,1,3,12,1,10,0,8.418624633333334,2,4,4,1,False,12831,987,953.2727,1172.5,1157,False,False,True,False
5eeef0d4-1973-44bf-bcc7-5e5532b463b8,101d4ec7-52cf-525d-81b2-36d4f0e85c1a,15,best,completed,middlegame,tactical,test,0,0-20,0.0,1.0,Qxd3,Qxd3,10,2,1,1,15,15,14,1,0,4,4,5,0,0,1,0,2,0,0,9,0,7,0,6.038312733333333,1,4,4,1,True,9506,950.6,952.625,942.5,1093,False,False,True,True
61b4378d-0577-473a-b8ae-381b7691aa4e,14399981-de87-5493-8ffd-690a5c9dc502,16,blunder,completed,opening,quiet,test,375,>300,0.5245,0.5245,Nxd5,h3,5,1,1,0,5,5,5,0,0,2,2,0,0,0,1,1,1,0,0,4,0,3,0,3.1694420166666664,1,2,2,1,False,5023,1004.6,927.25,1314,997,False,False,True,True
b6b00819-063b-46dd-9edd-50ce3c7bdfe0,1525113c-587d-5164-bf95-1a448a8ea90c,17,excellent,completed,endgame,quiet,test,10,0-20,0.001,0.501,Kd3,Rb4,14,4,3,1,22,16,15,1,0,5,5,3,1,0,1,2,3,1,4,13,2,10,0,8.267286483333333,2,3,2,1,False,12885,920.3571,894.0909,1016.6667,1016,True,False,True,False
d4c17755-4411-4b71-a18a-bab093820f43,1a613d0f-accb-54a6-8270-90437e2d13ed,18,inaccuracy,completed,middlegame,quiet,test,480,>300,0.056,0.056,Qxh7+,Kg2,14,2,1,1,22,21,19,1,1,5,4,7,1,1,1,1,2,0,2,13,1,11,0,8.924021483333334,1,3,3,2,False,10875,776.7857,728.25,1068,1070,False,False,True,True
67af6be0-cd0b-4bf9-bb29-da01b86fe097,1afff979-5daa-55ee-b11c-42b076cd44aa,19,mistake,completed,opening,quiet,test,96,21-100,0.1525,0.5085,d4,a4,5,0,0,0,8,8,8,0,0,2,2,3,0,0,1,1,0,0,0,4,0,4,0,3.7062968499999998,1,2,2,1,False,3931,786.2,786.2,,937,False,False,True,False
f78adbc2-342f-47ad-ba8a-cf86722362c9,1b7871e4-c434-5ccf-899e-7f6f02406a84,20,blunder,completed,endgame,quiet,test,50,21-100,0.2405,0.259,Kg2,b5,12,5,3,2,16,15,12,2,1,5,5,0,1,0,1,0,4,1,2,11,0,7,0,6.761827616666667,2,4,4,1,False,14775,1231.25,1217.75,1258.25,1131,False,False,True,False
f20ff7bd-2800-46f1-adaa-30bc475e41da,1c897350-058b-5490-a3e0-9b245720218b,21,blunder,completed,middlegame,quiet,test,60,21-100,0.2265,0.4545,Bxd3,Qa1,19,3,2,1,30,30,29,1,0,10,10,6,2,0,1,1,2,1,4,18,2,16,0,13.161358533333335,2,4,2,1,False,21838,1149.3684,1139.2941,1235,1176,False,False,True,True
1ac2931e-1111-4e81-82dc-463b020a47f6,1e2d43a5-c973-515e-9b62-72138611ff6c,22,blunder,completed,opening,tactical,test,323,>300,0.497,1.0,e3,e4,16,4,4,0,23,20,20,0,0,7,7,3,1,1,1,1,4,1,3,15,2,11,0,9.3478554,2,3,3,1,False,16456,1028.5,1126.6667,734,1182,True,False,True,False
da244678-ded7-4faf-8624-16a3c690d8a0,1fae4a36-35e9-5011-b696-de84a6e9d310,23,mistake,completed,middlegame,quiet,test,166,101-300,0.125,0.125,Bb3,Be3,6,0,0,0,9,9,9,0,0,2,2,4,0,0,1,1,0,0,2,5,2,5,0,4.369935116666667,1,2,2,1,False,5498,916.3333,916.3333,,934,False,False,True,True
6b4f1b6a-fc30-4b74-8042-c92c30a90f51,20fed9bc-94d9-5fcf-a39e-8ae4c47195be,24,blunder,completed,middlegame,quiet,test,593,>300,0.497,0.497,Nxd5,e5,4,1,1,0,4,4,4,0,0,2,1,0,0,0,1,0,1,1,1,3,0,2,0,2.475362433333333,1,2,2,1,False,5109,1277.25,1240.6667,1387,1387,False,False,True,False
bb9f13d0-4cc3-442e-b4a2-402d037a458f,23342c9a-789d-550d-b165-37a8d9262950,25,mistake,completed,opening,quiet,test,136,101-300,0.176,0.6025,Bb5+,Ne2,13,3,2,1,22,19,17,1,1,6,7,2,1,0,1,1,2,1,3,12,1,10,0,8.539287600000002,2,4,4,1,False,13579,1044.5385,1038.5455,1077.5,1040,True,False,True,False
a54e70c1-3a3f-4893-afd4-c74597d9bbaa,233be25e-cb57-509d-b33c-f8aa933b17cb,26,blunder,completed,middlegame,quiet,test,369,>300,0.4935,0.4935,Nd3,f4,9,2,1,1,15,14,13,1,0,4,4,3,1,0,1,0,1,1,1,8,0,7,0,6.175663950000001,2,3,3,1,False,8979,997.6667,992.375,1040,1040,False,False,True,False
20ed06f5-8024-40ba-85ea-632d47273610,2546be02-691e-56cf-ab6f-3187bf97f939,27,excellent,completed,opening,quiet,test,17,0-20,0.015,0.5195,Bxf3,Nc6,6,1,1,0,10,10,10,0,0,3,3,3,0,0,1,0,1,1,2,5,1,4,0,4.011487233333333,1,3,3,1,False,5931,988.5,951.6,1173,1173,True,False,True,True
66431354-6fd2-47b3-a299-1956a0209151,2553ee77-fad0-5282-b88b-0871938121b1,28,inaccuracy,completed,middlegame,quiet,test,39,21-100,0.06,0.494,Rf2,g3,10,1,0,1,17,17,15,1,1,4,4,6,0,0,1,1,0,0,5,9,5,9,0,6.946823233333333,1,4,4,1,False,6667,666.7,666.7,,1049,False,False,True,True
192ed537-137f-48f1-8401-3f09e857da0a,287e232c-a182-5f62-a85c-abbedae86e3c,29,inaccuracy,completed,middlegame,quiet,test,323,>300,0.074,0.074,Qb3,Nge2,9,3,2,1,11,11,9,1,1,3,3,2,0,0,1,1,2,1,3,8,1,6,0,5.420904800000001,1,3,3,1,False,7900,877.7778,807.4286,1124,1148,False,False,True,False
f794c3f6-0570-47d6-9d8e-ec49eaafcc28,29e8f0f2-63b8-5ed9-a88d-52e9de2c2060,30,inaccuracy,completed,middlegame,quiet,test,22,21-100,0.0675,0.608,Qf5,Qe2,13,3,1,2,20,19,16,2,1,5,5,4,1,0,1,1,1,0,4,12,3,11,0,8.922442466666666,2,3,3,1,False,12047,926.6923,911.3333,1111,1111,True,False,True,False
6cd55d6e-f38f-40e0-88c6-9dfa33d6cfd4,2be6c642-2f59-52e3-93a8-483e8be8428f,31,excellent,completed,endgame,quiet,test,170,101-300,0.009,0.009,e6,Kd2,6,0,0,0,9,9,9,0,0,3,3,2,0,0,1,1,0,0,0,5,0,5,0,4.2671186500000005,1,3,3,1,False,5787,964.5,964.5,,1154,False,False,True,False
9f6e2f78-930b-4032-9d6f-c88e47e856ea,2c00edc1-dae7-5e88-9678-4a84bdf6d63b,32,blunder,completed,middlegame,quiet,test,180,101-300,0.4865,0.5025,Ne4,g4,12,4,4,0,12,12,12,0,0,2,4,5,0,0,1,3,4,0,7,11,3,7,0,6.45898595,1,2,2,1,False,15623,1301.9167,1168.25,1569.25,1004,False,False,True,True
dd6c2a9b-d51b-44b6-9ce7-785850e87f84,2c36020b-2c1a-56ab-be14-87aca630c06f,33,mistake,completed,middlegame,quiet,test,40,21-100,0.107,0.976,Nxd4,Ne7,8,1,1,0,10,10,10,0,0,4,4,1,0,0,1,1,1,1,2,7,2,6,0,5.443868883333333,1,4,4,1,False,9295,1161.875,1126.8571,1407,1407,True,False,True,True
f3157d2c-98d8-4bbb-88a2-d06c461e3351,2c6eb7de-9e45-5b89-b433-9ea5a61b1d7c,34,best,completed,middlegame,tactical,test,,mate / no numeric CP,0.0,1.0,Nh6#,Nh6#,3,0,0,0,6,6,6,0,0,1,1,3,0,0,1,0,0,0,0,2,0,2,0,2.1874755,1,1,1,0,True,2187,729,729,,573,False,False,False,False
d06a29e7-b7a4-424d-87ec-5d82048860f9,2c9ba175-e34a-500d-b1b2-73d29177b624,35,inaccuracy,completed,middlegame,quiet,test,82,21-100,0.0805,0.0825,Bxe5,Qe8,3,0,0,0,4,4,4,0,0,2,1,0,0,0,1,0,0,0,0,2,0,2,0,2.2012770666666666,1,2,2,1,False,2444,814.6667,814.6667,,880,False,False,True,True
d394563b-df8d-4f74-bb5c-2e35fa302105,2e733901-6563-5ce4-8665-9bf37ac82605,36,blunder,completed,opening,quiet,test,529,>300,0.99,0.99,Bxf7+,Rg1,14,2,2,0,22,19,19,0,0,6,7,4,1,0,1,2,2,0,2,13,0,11,0,9.191670566666668,2,4,2,1,False,13114,936.7143,934.5,950,1006,False,False,True,False
78e5dc60-b5a5-4733-b97a-8feb2a1c6391,326ae6e8-f03e-557f-a8fe-b1aabf8daad7,37,inaccuracy,completed,middlegame,quiet,test,74,21-100,0.0565,0.5555,Nxg3,g4,8,0,0,0,14,14,14,0,0,4,4,5,0,0,1,1,0,0,4,7,4,7,0,5.765978799999999,1,4,4,1,False,8144,1018,1018,,1153,False,False,True,True
1aa3a24a-e6d3-40ba-9dc3-25e819305543,330fd668-b70d-5c76-9166-7b44047d5872,38,blunder,completed,middlegame,quiet,test,372,>300,0.777,0.777,d8=Q,Rd1,5,1,1,0,8,8,8,0,0,3,4,0,0,0,1,0,1,0,0,4,0,3,0,3.188329616666667,1,3,3,1,False,4993,998.6,1034.75,854,822,True,False,True,False
2d8fa661-bcc1-4dec-b986-28301e7e8d0e,33707196-45e6-5d17-9850-b1d495dd1a5e,39,excellent,completed,middlegame,quiet,test,18,0-20,0.006,0.497,Bd6,Be5,10,3,2,1,14,14,12,1,1,4,4,3,0,0,1,1,2,1,2,9,1,7,1,6.2882989333333335,1,4,4,1,False,10369,1036.9,976.75,1277.5,1263,True,False,True,False
92e22a38-1bf9-4250-aad6-69b1ba84301a,393e8634-3c9f-5b63-b4a1-d5b625b707e2,40,,failed,middlegame,quiet,test,,mate / no numeric CP,,,,,20,6,6,0,26,23,23,0,0,9,9,3,2,0,0,2,5,0,3,19,0,14,0,12.162105966666667,3,4,0,0,False,21005,1050.25,1060.0667,1020.8,964,False,False,False,False
1920187e-8139-488a-ba9e-7f6870b33dde,3a738134-917e-592e-a7fd-bc112b263acd,41,blunder,completed,middlegame,quiet,test,205,101-300,0.5005,0.505,Bxf3,g5,8,2,2,0,8,8,8,0,0,3,2,2,0,0,1,1,2,1,2,7,0,5,0,4.834378216666667,1,3,3,1,False,8505,1063.125,1010.3333,1221.5,1279,True,False,True,False
b0f51c72-ecab-4cfa-95e3-c9e7234d2e39,3ca247a2-4fb5-59a2-b296-7701050258f9,42,blunder,completed,endgame,quiet,test,162,101-300,0.49,0.4905,Nf6,d3,10,1,1,0,18,14,14,0,0,6,6,0,1,0,1,1,1,0,1,9,1,8,0,6.755319833333332,2,4,4,1,False,9596,959.6,958,974,1082,False,False,True,False
e529fc8f-4ac2-4e63-be94-5957a40ac9ea,3fab2b0d-4c12-5d99-afe2-09990f9e3b56,43,good,completed,opening,quiet,test,7,0-20,0.03,0.8725,h6,Qb8,9,2,1,1,14,14,12,1,1,4,4,3,0,0,1,1,1,0,1,8,1,7,0,6.168930199999999,1,4,4,1,False,9149,1016.5556,1000.5,1145,1153,True,False,True,False
55cfdb07-83fd-43af-91b0-7d99c1dff935,415db3b8-73ea-5a03-9bc6-8c53cf36d56a,44,blunder,completed,middlegame,quiet,test,622,>300,0.482,0.482,Qxb2+,Qa6,7,1,1,0,11,10,10,0,0,4,4,0,0,1,1,0,1,0,3,6,2,5,0,4.508810349999999,1,3,3,1,False,5896,842.2857,852.1667,783,974,False,False,True,False
d39573a6-d682-48d0-a7c5-2b0131c08200,41657c4f-59fe-536d-8253-ab8b1c49e6fa,45,blunder,completed,opening,quiet,test,59,21-100,0.253,0.3995,e5,c5,17,3,2,1,28,25,23,1,1,8,9,3,1,1,1,2,2,0,6,16,4,14,0,11.313033866666668,1,4,4,2,False,15307,900.4118,876.0667,1083,1080,True,False,True,False
46c21814-f574-4af5-afee-7038561c1e01,453385d7-8266-5a14-90ad-8a8ff5426530,46,inaccuracy,completed,middlegame,quiet,test,37,21-100,0.088,0.1235,c5,Na6,10,2,2,0,18,15,15,0,0,4,4,5,1,0,1,0,2,1,2,9,2,7,0,6.247954683333332,2,3,3,1,False,10038,1003.8,961.25,1174,1127,False,False,True,False
2b9e85ac-6290-4ed9-ab63-a971a7678f64,458fcc53-8360-5567-92b4-dd1c187248e8,47,excellent,completed,middlegame,quiet,test,15,0-20,0.0045,0.502,Kh2,Kg2,11,3,3,0,18,13,13,0,0,3,3,5,1,0,1,1,3,1,4,10,1,7,0,6.294794416666667,2,2,2,1,False,10512,955.6364,919.5,1052,1121,False,False,True,False
12527181-283d-48e2-b17f-e1730842b6d4,45dd5ab4-28da-5bc6-b8e5-0c5487b55a39,48,good,completed,middlegame,quiet,test,43,21-100,0.039,0.4975,Bd6,Bd3,6,1,1,0,9,9,9,0,0,3,3,2,0,0,1,0,1,1,1,5,0,4,0,3.862855683333333,1,3,3,1,False,5832,972,961.8,1023,1023,False,False,True,False
1f43afdb-3207-4fc4-a68a-0ad01b578d58,45fc7bb7-f057-5ca4-b078-766068806384,49,blunder,completed,middlegame,quiet,test,63,21-100,0.3645,0.468,Bb4,h6,5,1,1,0,7,7,7,0,0,3,3,0,0,0,1,0,1,1,2,4,1,3,0,3.2012528500000004,1,3,3,1,False,5477,1095.4,1152,869,869,False,False,True,False
be0e648c-c4bb-48e5-91bb-15ada686c426,47dcfcea-cc09-5dc0-9b8a-5a5504ef3e9a,50,best,completed,middlegame,tactical,test,0,0-20,0.0,1.0,Nxf3+,Nxf3+,4,1,1,0,5,5,5,0,0,2,2,0,0,0,1,0,1,1,1,3,0,2,0,2.4352212166666667,1,2,2,1,True,3548,887,866.6667,948,948,False,False,True,True
7e971991-1697-4c05-bccc-df955401e781,4895c364-4cf6-5879-8d12-f8c908edd48f,51,blunder,completed,middlegame,quiet,test,316,>300,0.4975,0.4975,Bxb5,h6,13,4,4,0,17,12,12,0,0,5,5,0,1,0,1,2,4,0,2,12,0,8,0,7.3428639333333345,2,3,3,1,False,15787,1214.3846,1210.1111,1224,1224,True,False,True,False
06c509b8-e6f9-48a3-8314-cded9fed4c2a,4b18272b-ac5a-5e52-95ea-00cfd453e99e,52,blunder,completed,middlegame,quiet,test,384,>300,0.5025,0.5025,Nxd5,Nd7,6,0,0,0,13,13,13,0,0,3,3,6,0,0,1,0,0,0,1,5,1,5,1,4.26626415,1,3,3,1,False,4196,699.3333,699.3333,,1132,False,True,True,True
99bbeb94-0b67-402b-a886-c2bd778099a4,4ded656e-9763-583b-b62f-227689674464,53,blunder,completed,opening,quiet,test,115,101-300,0.237,0.243,c5,Bg7,11,2,1,1,24,24,22,1,1,4,5,12,0,0,1,0,1,1,2,10,1,9,0,7.4879015833333336,1,4,4,1,False,8271,751.9091,715.9,1112,1112,False,False,True,True
246f06c0-93ad-4002-b9d0-5a2df117c545,4e516fbe-7001-5d75-8a7d-50bff01bdce3,54,mistake,completed,middlegame,quiet,test,60,21-100,0.183,0.1945,h6,Rb6,11,4,4,0,15,11,11,0,0,3,4,2,1,0,1,1,4,1,1,10,0,6,6,5.976637449999999,1,2,2,1,False,13010,1182.7273,1148.5714,1242.5,1259,False,True,True,False
ea23d565-e23c-4fd5-ba3b-17bda4a5cb41,5129dc59-5bfa-5654-9525-6eb21e1756ab,55,,failed,endgame,tactical,test,,mate / no numeric CP,,,,,18,9,6,2,25,17,12,3,2,5,4,2,1,0,0,2,7,0,4,17,0,10,1,9.007442316666669,2,4,0,0,False,18025,1001.3889,1034,950.1429,1343,False,False,False,False
a54a66d2-d84b-4264-a3c3-c4d5b404f2a7,51ce4a31-f95f-5a36-8102-30c1f20c4ca6,56,blunder,completed,opening,quiet,test,54,21-100,0.2545,0.401,Bxf3,O-O-O,7,2,1,1,11,11,9,1,1,4,4,0,0,0,1,0,1,1,1,6,0,5,0,4.58158855,1,4,4,1,False,6366,909.4286,875.5,1113,1113,False,False,True,True
fb4c261c-0ebb-4564-aadc-7b8bea75ae07,522fd013-e505-56f4-8909-d93ddfac1ecd,57,best,completed,opening,quiet,test,0,0-20,0.0,0.447,Nc4,Nc4,9,4,3,1,11,10,9,1,0,3,3,2,0,0,1,0,4,1,3,8,0,4,0,4.312740416666667,1,3,3,1,True,14363,1595.8889,1887.8,1231,1081,False,False,True,False
1fb33439-0c54-4a9f-910f-5a194e4500af,543e9a64-4719-5c5c-acba-7fd0fae32dcd,58,blunder,completed,middlegame,quiet,test,308,>300,0.2535,0.2535,Rxh2+,Nbd7,8,1,1,0,14,14,14,0,0,4,4,4,1,0,1,0,1,0,2,7,1,6,0,5.4426791833333334,1,4,4,1,False,9171,1146.375,1133.5714,1236,1239,False,False,True,False
92bc693a-95df-476d-9a2b-d8a3e046ec7a,5814117c-5705-5c4b-ba4a-0c7731fc31bc,59,mistake,completed,middlegame,quiet,test,285,101-300,0.124,0.124,Bxd4,e3,8,1,1,0,13,13,13,0,0,3,3,6,0,0,1,1,1,0,2,7,1,6,0,5.092742133333333,1,3,3,1,False,6457,807.125,762.2857,1121,1093,False,False,True,True
5996f42a-03af-4a6e-ba08-1cb500e41ca4,59761f8e-7578-5a31-a591-cc38a04dff66,60,good,completed,middlegame,quiet,test,38,21-100,0.0255,0.5265,c3,d4,21,3,2,1,33,29,28,1,0,8,8,9,2,0,1,3,2,0,5,20,4,18,1,14.22786195,3,4,4,1,False,18385,875.4762,865.3684,971.5,949,False,False,True,False
088f7073-ae50-4f60-a544-6c72fa1a6246,5a69edf8-81e7-5044-ac22-bcf482dedae5,61,best,completed,middlegame,tactical,test,0,0-20,0.0,0.9745,Rxg2+,Rxg2+,5,2,1,1,6,6,5,1,0,2,2,0,0,0,1,0,1,1,2,4,1,3,0,3.014106416666667,1,2,2,1,True,5031,1006.2,985.75,1088,1088,True,False,True,True
01e8c11f-c9d9-423f-9f0d-4ceaa49cf381,5abec34d-c96b-550f-b500-5e7c26cbcccb,62,blunder,completed,middlegame,quiet,test,929,>300,0.9515,0.9515,Qf6,Qf5,19,5,3,2,31,24,20,2,2,8,9,0,2,0,1,3,4,0,5,18,2,14,0,11.766882650000001,3,4,4,1,False,19545,1028.6842,1035.6,1002.75,983,True,False,True,True
bfa45a76-06a6-4208-8def-47a4d5ebc5bb,5ae2a8c2-572d-59ba-b4a5-93cc6af08f9e,63,best,completed,opening,tactical,test,,mate / no numeric CP,0.0,1.0,Nxf3#,Nxf3#,2,0,0,0,3,3,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0.9548670666666668,1,1,1,0,True,1575,787.5,787.5,,759,False,False,False,False
509f9b10-b2d3-492c-b7de-a14f9b6fb4c2,5aef56b4-6fd3-55dc-9afb-2fd1676b1819,64,,failed,middlegame,quiet,test,,mate / no numeric CP,,,,,23,5,4,1,33,30,29,1,0,10,11,4,4,0,0,2,3,0,4,22,2,19,1,15.560474649999996,2,4,0,0,False,22798,991.2174,984.9,1033.3333,1140,False,False,False,False
9925b596-4da0-426c-be03-60d545be2946,5b1d779a-7d21-5846-9561-ef42a5db4a53,65,,failed,middlegame,tactical,test,,mate / no numeric CP,,,,,23,6,6,0,29,26,26,0,0,10,9,4,3,0,0,2,5,0,5,22,2,17,0,14.169277449999997,3,4,0,0,False,27067,1176.8261,1099.5,1455.2,1587,False,False,False,False
2c681d8a-24b8-43ae-8015-475a081f24eb,5bc5c4b9-75f8-52d0-9d28-b9b0b3c9a3b0,66,blunder,completed,middlegame,quiet,test,121,101-300,0.2575,0.2585,f4,Be6,9,2,2,0,16,14,14,0,0,2,2,9,0,0,1,1,2,0,1,8,0,6,1,5.372654483333333,1,2,2,1,False,6999,777.6667,715.7143,994.5,992,False,False,True,False
3576cd12-7f5b-4e3e-9059-104d96aeb960,5dc9bd15-b804-5605-86ce-afc09bd136f3,67,best,completed,endgame,quiet,test,0,0-20,0.0,0.5025,b6,b6,10,4,4,0,12,10,10,0,0,4,3,2,0,0,1,0,4,1,2,9,0,5,0,5.00943175,1,4,4,1,True,9961,996.1,1003.8333,984.5,1172,False,False,True,False
b9568226-ec26-4cbd-a369-e3d6557654e8,5eb460a2-1936-53b1-a0c1-b7c78b5e5c2f,68,excellent,completed,endgame,quiet,test,2,0-20,0.001,0.5055,Bd4,g3,13,2,2,0,20,18,18,0,0,6,7,3,1,0,1,2,2,1,4,12,2,10,4,8.105886650000002,2,4,4,1,False,11229,863.7692,826.6364,1068,1138,False,False,True,True
31d4bc54-5936-478b-96bc-9a3d5122b1ed,5ecc8b77-3f2a-5526-9eec-a5b466246186,69,blunder,completed,middlegame,tactical,test,885,>300,0.999,1.0,Qxc3,Qb6,8,3,2,1,13,10,9,1,0,2,2,3,1,0,1,0,2,0,2,7,0,5,0,3.9004976333333334,1,2,2,1,False,5859,732.375,844.5,396,925,False,False,True,True
