database_run_id,position_id,queue_ordinal,pass_number,group,classification,cp_loss,expected_points_loss,dataset_split,pass_status,pass_error,langsmith_trace_id,langsmith_llm_run_id,langsmith_url,forced_retry,developer_prompt_sha256,all_match_checks_passed,response_status,request_characters,assistant_text_characters,exposed_reasoning_characters
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,1,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd00-29de-7012-808a-c756304a6fb4,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd00-29de-7012-808a-c756304a6fb4?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:42:15.134996,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,16084,719,4636
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,2,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd00-c707-7750-bd2f-5a31f83d60ef,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd00-c707-7750-bd2f-5a31f83d60ef?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:42:55.367595,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,16715,730,4621
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,3,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd01-61b2-71b2-a223-011b4a14d89d,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd01-61b2-71b2-a223-011b4a14d89d?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:43:34.962478,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,16683,634,4610
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,4,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd02-0530-78e0-a6f1-feed9d32fb81,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd02-0530-78e0-a6f1-feed9d32fb81?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:44:16.816805,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,17631,945,4651
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,5,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd02-b5d9-7a41-a2c8-eeddbd15e0ac,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd02-b5d9-7a41-a2c8-eeddbd15e0ac?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:45:02.041079,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,18047,1044,5154
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,6,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd03-7c56-7c90-8abb-6371451fa660,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd03-7c56-7c90-8abb-6371451fa660?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:45:52.854902,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,18350,1225,4885
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,7,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd04-3bc4-7e20-aa32-087c860ed1c6,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd04-3bc4-7e20-aa32-087c860ed1c6?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:46:41.860791,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,18621,1695,4901
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,8,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd04-f4c2-73c1-8889-cc82c321d713,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd04-f4c2-73c1-8889-cc82c321d713?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:47:29.218511,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,19363,1241,4724
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,9,best/excellent/good,best,0,0.0,test,failed,Rejected. `Qxb4` is not legal on the current scratchboard. Select a move from the scratchboard legal moves.,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd05-9b44-7631-9ff3-cdcc31122ea8,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd05-9b44-7631-9ff3-cdcc31122ea8?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:48:11.844589,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,18952,1643,5492
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,10,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd06-4988-7910-b64a-047b28b3612d,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd06-4988-7910-b64a-047b28b3612d?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:48:56.456442,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,19302,1569,5532
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,11,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd06-f90f-7722-8bf0-e21dd5aff53e,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd06-f90f-7722-8bf0-e21dd5aff53e?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:49:41.391621,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,19275,1411,4822
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,12,best/excellent/good,best,0,0.0,test,failed,Rejected. Scratch branches are limited to 4 halfmoves.,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd07-b01c-76b1-a4f1-531c9c071015,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd07-b01c-76b1-a4f1-531c9c071015?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:50:28.252149,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,19270,1619,4767
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,13,best/excellent/good,best,0,0.0,test,failed,Response must contain exactly one complete <agent_tool_calls> block.,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd08-61d3-7c21-ae24-d402088805fd,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd08-61d3-7c21-ae24-d402088805fd?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:51:13.747213,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,19350,1816,5048
a99eb993-9935-4d53-86b4-b0c240674106,033aeac5-fd6d-5751-8d11-c59929de3768,4,14,best/excellent/good,best,0,0.0,test,completed,,01a0cd00-2968-7b70-a322-62b34dd24e89,01a0cd09-1e8b-7951-8153-a22fded61a9d,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd09-1e8b-7951-8153-a22fded61a9d?trace_id=01a0cd00-2968-7b70-a322-62b34dd24e89&start_time=2026-09-23T06:52:02.059948,True,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,27558,2238,0
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,1,best/excellent/good,good,40,0.026,test,completed,,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd13-a6a0-74c3-b71f-c3c931346fa3,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd13-a6a0-74c3-b71f-c3c931346fa3?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:03:32.256748,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,16020,1008,4191
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,2,best/excellent/good,good,40,0.026,test,failed,inspect_square cannot share a batch with a board-mutating call.,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd14-4d93-7c80-8d51-949e949849ad,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd14-4d93-7c80-8d51-949e949849ad?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:04:14.995435,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,17943,1369,4423
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,3,best/excellent/good,good,40,0.026,test,completed,,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd14-faa9-71c0-9e97-d674666d453b,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd14-faa9-71c0-9e97-d674666d453b?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:04:59.305449,True,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,25073,1290,0
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,4,best/excellent/good,good,40,0.026,test,completed,,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd15-16ae-7081-be2a-dfc55ebe305f,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd15-16ae-7081-be2a-dfc55ebe305f?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:05:06.478376,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,18289,1434,4754
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,5,best/excellent/good,good,40,0.026,test,completed,,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd15-c730-77f3-a75b-7cb072bb22de,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd15-c730-77f3-a75b-7cb072bb22de?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:05:51.664804,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,18447,1499,5640
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,6,best/excellent/good,good,40,0.026,test,completed,,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd16-70d5-7ba2-a572-26c19d63d244,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd16-70d5-7ba2-a572-26c19d63d244?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:06:35.093414,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,18728,1559,4353
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,7,best/excellent/good,good,40,0.026,test,failed,Response must contain exactly one complete <agent_tool_calls> block.,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd17-1488-7703-beb5-0a5bfd407d68,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd17-1488-7703-beb5-0a5bfd407d68?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:07:17.000622,False,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,19017,1737,5013
40762c55-55a9-427a-a545-d49b5eeb4827,061a3550-ab93-5083-be1c-d05870df11f7,6,8,best/excellent/good,good,40,0.026,test,completed,,01a0cd13-a60f-7052-a55f-4ac41e8e100a,01a0cd17-beb6-7e11-afeb-7568c5422b38,https://smith.langchain.com/o/f737b7dd-6e97-420d-ac1b-32d2ba8151dc/projects/p/44268025-cf8d-4314-a3b1-7c9542c19c4c/r/01a0cd17-beb6-7e11-afeb-7568c5422b38?trace_id=01a0cd13-a60f-7052-a55f-4ac41e8e100a&start_time=2026-09-23T07:08:00.566366,True,306b4f84fa153fd33a97318ef124444472b5477e0c9bc2c8bcb1121e457da9b6,True,completed,27116,1762,0
